,title,publisher,release_date,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Released on PS2
0,Need for Speed: Most Wanted,Electronic Arts,2005-11-15,PS2,Racing,2.03,1.79,0.08,0.47,4.37,True
1,Need for Speed: Most Wanted,Electronic Arts,2005-11-16,PS2,Racing,2.03,1.79,0.08,0.47,4.37,True
2,Need for Speed: Most Wanted,Electronic Arts,2009-08-11,PS2,Racing,2.03,1.79,0.08,0.47,4.37,True
3,Grand Theft Auto: Vice City,Rockstar Games,2002-10-29,PS2,Action,8.41,5.49,0.47,1.78,16.15,True
4,Grand Theft Auto: Vice City,Rockstar Games,2002-10-28,PS2,Action,8.41,5.49,0.47,1.78,16.15,True
5,Grand Theft Auto: Vice City,Rockstar Games,2003-05-12,PS2,Action,8.41,5.49,0.47,1.78,16.15,True
6,Grand Theft Auto: San Andreas,Rockstar Games,2004-10-26,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
7,Grand Theft Auto: San Andreas,Rockstar Games,2005-06-07,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
8,Grand Theft Auto: San Andreas,Rockstar Games,2008-10-20,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
9,Grand Theft Auto: San Andreas,Rockstar Games,2012-12-11,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
10,Grand Theft Auto: San Andreas,Rockstar Games,2011-09-01,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
11,Grand Theft Auto: San Andreas,Rockstar Games,2014-01-01,PS2,Action,9.43,0.4,0.41,10.57,20.81,True
12,Super Mario Bros. 3,Nintendo,1990-02-12,NES,Platform,9.54,3.44,3.84,0.46,17.28,False
13,Super Mario Bros. 3,Nintendo,2007-11-05,NES,Platform,9.54,3.44,3.84,0.46,17.28,False
14,Super Mario Bros. 3,Nintendo,2014-04-17,NES,Platform,9.54,3.44,3.84,0.46,17.28,False
15,RollerCoaster Tycoon,Hasbro Interactive,1999-03-22,XB,Strategy,0.1,0.03,0.0,0.0,0.13,False
16,RollerCoaster Tycoon,Atari,2003-03-25,XB,Strategy,0.1,0.03,0.0,0.0,0.13,False
17,RollerCoaster Tycoon,Microprose,1999-03-31,XB,Strategy,0.1,0.03,0.0,0.0,0.13,False
18,Persona,Atlus,1996-11-01,PS,Role-Playing,0.0,0.0,0.42,0.03,0.45,False
19,Persona,Atlus,1996-01-01,PS,Role-Playing,0.0,0.0,0.42,0.03,0.45,False
20,SoulCalibur,Namco,1996-12-20,DC,Fighting,0.0,0.0,0.34,0.0,0.34,False
21,SoulCalibur,Namco,1999-09-09,DC,Fighting,0.0,0.0,0.34,0.0,0.34,False
22,SoulCalibur,Namco Bandai Games,2008-07-02,DC,Fighting,0.0,0.0,0.34,0.0,0.34,False
23,SoulCalibur,Namco,1998-07-30,DC,Fighting,0.0,0.0,0.34,0.0,0.34,False
24,SoulCalibur,Namco Bandai Games,2013-11-20,DC,Fighting,0.0,0.0,0.34,0.0,0.34,False
25,Metroid,Nintendo,1987-08-15,NES,Action,1.33,0.31,1.04,0.05,2.73,False
26,Metroid,Nintendo,2007-08-13,NES,Action,1.33,0.31,1.04,0.05,2.73,False
27,Mario Tennis,Nintendo,1995-08-14,N64,Sports,0.78,0.4,1.06,0.07,2.32,False
28,Mario Tennis,Nintendo,2000-08-28,N64,Sports,0.78,0.4,1.06,0.07,2.32,False
29,Mario Tennis,Nintendo,2001-01-16,N64,Sports,0.78,0.4,1.06,0.07,2.32,False
30,Mario Tennis,Nintendo,2010-06-28,N64,Sports,0.78,0.4,1.06,0.07,2.32,False
31,Deus Ex,Eidos Interactive,2000-06-17,PC,Role-Playing,0.0,0.01,0.0,0.0,0.01,False
32,Deus Ex,Eidos Interactive,2000-06-23,PC,Role-Playing,0.0,0.01,0.0,0.0,0.01,False
33,Deus Ex,Eidos Interactive,2000-06-26,PC,Role-Playing,0.0,0.01,0.0,0.0,0.01,False
34,Uncharted 4: A Thief's End,Sony Interactive Entertainment,2016-05-10,PS4,Shooter,1.3,2.07,0.18,0.65,4.2,False
35,Mass Effect,Electronic Arts,2007-11-20,X360,Role-Playing,1.83,0.8,0.03,0.27,2.93,False
36,Mass Effect,Microsoft Game Studios,2007-11-20,X360,Role-Playing,1.83,0.8,0.03,0.27,2.93,False
37,Mass Effect,Electronic Arts,2008-05-28,X360,Role-Playing,1.83,0.8,0.03,0.27,2.93,False
38,Mass Effect,Microsoft Game Studios,2009-08-11,X360,Role-Playing,1.83,0.8,0.03,0.27,2.93,False
39,The Sims,Electronic Arts,2000-02-04,PS2,Simulation,1.41,1.12,0.0,0.24,2.77,True
40,The Sims,Electronic Arts,2003-01-12,PS2,Simulation,1.41,1.12,0.0,0.24,2.77,True
41,The Sims,Electronic Arts,2003-03-25,PS2,Simulation,1.41,1.12,0.0,0.24,2.77,True
42,The Sims,Electronic Arts,2003-03-24,PS2,Simulation,1.41,1.12,0.0,0.24,2.77,True
43,The Sims,Maxis,2000-01-31,PS2,Simulation,1.41,1.12,0.0,0.24,2.77,True
44,The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,2015-05-19,PS4,Role-Playing,0.96,2.0,0.21,0.56,3.73,False
45,The Witcher 3: Wild Hunt,Warner Bros. Interactive Entertainment,2015-05-18,PS4,Role-Playing,0.96,2.0,0.21,0.56,3.73,False
46,Grand Theft Auto V,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,False
47,Grand Theft Auto V,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,False
48,Grand Theft Auto V,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,False
49,Grand Theft Auto V,Rockstar Games,2021-12-01,PS3,Action,7.01,9.27,0.97,4.14,21.4,False
50,Call of Duty 4: Modern Warfare,Activision,2007-11-05,X360,Shooter,5.91,2.38,0.13,0.9,9.32,False
51,Call of Duty 4: Modern Warfare,Activision,2010-05-25,X360,Shooter,5.91,2.38,0.13,0.9,9.32,False
52,Call of Duty 4: Modern Warfare,Activision,2011-11-22,X360,Shooter,5.91,2.38,0.13,0.9,9.32,False
53,Call of Duty: World at War,Activision,2008-11-11,X360,Shooter,4.79,1.9,0.0,0.69,7.37,False
54,Call of Duty: World at War,Activision,2008-11-10,X360,Shooter,4.79,1.9,0.0,0.69,7.37,False
55,Call of Duty: Black Ops 3,Activision,2015-11-06,PS4,Shooter,5.77,5.81,0.35,2.31,14.24,False
56,Counter-Strike: Source,VU Games,2004-11-16,PC,Shooter,0.0,0.07,0.0,0.02,0.09,False
57,Counter-Strike: Source,Valve Corporation,2010-06-23,PC,Shooter,0.0,0.07,0.0,0.02,0.09,False
58,Assassin's Creed IV: Black Flag,Ubisoft,2013-10-29,PS3,Action,1.33,1.71,0.13,0.73,3.89,False
59,Assassin's Creed IV: Black Flag,Ubisoft,2013-11-15,PS3,Action,1.33,1.71,0.13,0.73,3.89,False
60,Assassin's Creed IV: Black Flag,Ubisoft,2013-11-22,PS3,Action,1.33,1.71,0.13,0.73,3.89,False
61,Assassin's Creed IV: Black Flag,Ubisoft,2013-11-19,PS3,Action,1.33,1.71,0.13,0.73,3.89,False
62,Battlefield 3,Electronic Arts,2011-10-25,X360,Shooter,4.46,2.13,0.06,0.69,7.34,False
63,Burnout,EA Sports,2001-11-01,PS2,Racing,0.36,0.28,0.0,0.1,0.74,True
64,Burnout,Acclaim Entertainment,2001-11-01,PS2,Racing,0.36,0.28,0.0,0.1,0.74,True
65,Burnout,Acclaim Entertainment,2002-04-29,PS2,Racing,0.36,0.28,0.0,0.1,0.74,True
66,Dead Rising,Capcom,2006-08-08,X360,Action,1.16,0.65,0.08,0.2,2.09,False
67,Dead Rising,Capcom,2016-09-13,X360,Action,1.16,0.65,0.08,0.2,2.09,False
68,Dead Rising,Capcom,2010-01-26,X360,Action,1.16,0.65,0.08,0.2,2.09,False
69,Gex,BMG Interactive Entertainment,1995-04-01,PS,Platform,0.49,0.33,0.0,0.06,0.87,False
70,Gex,BMG Interactive Entertainment,1994-11-16,PS,Platform,0.49,0.33,0.0,0.06,0.87,False
71,Gex,Crystal Dynamics,1995-12-13,PS,Platform,0.49,0.33,0.0,0.06,0.87,False
72,Gex,Crystal Dynamics,1996-01-01,PS,Platform,0.49,0.33,0.0,0.06,0.87,False
73,Gex,Microsoft,1996-11-07,PS,Platform,0.49,0.33,0.0,0.06,0.87,False
75,Just Cause,Eidos Interactive,2006-09-27,X360,Action,0.1,0.03,0.01,0.01,0.14,False
76,Mario & Sonic at the Olympic Games,Sega,2007-11-06,Wii,Sports,2.58,3.9,0.66,0.91,8.06,False
77,Mario & Sonic at the Olympic Games,Sega,2008-01-22,Wii,Sports,2.58,3.9,0.66,0.91,8.06,False
78,Red Dead Redemption,Rockstar Games,2010-05-18,PS3,Action,2.79,2.61,0.17,1.03,6.6,False
79,Red Dead Redemption,Rockstar Games,2011-10-11,PS3,Action,2.79,2.61,0.17,1.03,6.6,False
80,Red Dead Redemption,Rockstar Games,2010-12-21,PS3,Action,2.79,2.61,0.17,1.03,6.6,False
81,Microsoft Flight Simulator,Microsoft,1982-11-01,PC,Simulation,3.22,1.69,0.0,0.2,5.12,False
82,Microsoft Flight Simulator,Microsoft,1996-10-31,PC,Simulation,3.22,1.69,0.0,0.2,5.12,False
83,Yakuza,Sega,2006-09-05,PS2,Action,0.03,0.02,0.74,0.01,0.8,True
84,Castlevania,Konami,1986-09-26,NES,Platform,0.54,0.06,0.62,0.01,1.23,False
85,Castlevania,Konami,1987-05-01,NES,Platform,0.54,0.06,0.62,0.01,1.23,False
86,Castlevania,Konami,1999-01-26,NES,Platform,0.54,0.06,0.62,0.01,1.23,False
87,Castlevania,Konami,2007-04-30,NES,Platform,0.54,0.06,0.62,0.01,1.23,False
88,Castlevania,Konami,1990-01-01,NES,Platform,0.54,0.06,0.62,0.01,1.23,False
89,Teenage Mutant Ninja Turtles,Konami,1989-05-12,NES,Action,3.38,0.44,0.31,0.04,4.17,False
90,Teenage Mutant Ninja Turtles,Ultra Games,1989-06-01,NES,Action,3.38,0.44,0.31,0.04,4.17,False
91,Teenage Mutant Ninja Turtles,Ultra Games,1989-06-25,NES,Action,3.38,0.44,0.31,0.04,4.17,False
92,Teenage Mutant Ninja Turtles,Konami,2003-10-31,NES,Action,3.38,0.44,0.31,0.04,4.17,False
93,Teenage Mutant Ninja Turtles,Konami,2003-10-21,NES,Action,3.38,0.44,0.31,0.04,4.17,False
94,Teenage Mutant Ninja Turtles,Konami Digital Entertainment,2007-04-02,NES,Action,3.38,0.44,0.31,0.04,4.17,False
95,Teenage Mutant Ninja Turtles,Konami,2003-11-25,NES,Action,3.38,0.44,0.31,0.04,4.17,False
96,Teenage Mutant Ninja Turtles,Nickelodeon,2014-07-23,NES,Action,3.38,0.44,0.31,0.04,4.17,False
97,Dynasty Warriors,KOEI,1997-06-30,PSP,Action,0.18,0.01,0.3,0.02,0.51,False
98,Dynasty Warriors,Tecmo Koei,2005-03-17,PSP,Action,0.18,0.01,0.3,0.02,0.51,False
99,Dynasty Warriors,KOEI,2009-08-05,PSP,Action,0.18,0.01,0.3,0.02,0.51,False
100,Wii Fit Plus,Nintendo,2009-10-04,Wii,Sports,9.09,8.59,2.53,1.79,22.0,False
101,Naruto: Ultimate Ninja Storm,Namco Bandai Games,2008-11-04,PS3,Fighting,0.49,0.35,0.09,0.16,1.08,False
102,Naruto: Ultimate Ninja Storm,Namco Bandai,2008-11-04,PS3,Fighting,0.49,0.35,0.09,0.16,1.08,False
103,Super Mario World,Nintendo,1991-08-13,SNES,Platform,12.78,3.75,3.54,0.55,20.61,False
104,Super Mario World,Nintendo,2007-02-05,SNES,Platform,12.78,3.75,3.54,0.55,20.61,False
105,Dying Light,Warner Bros. Interactive Entertainment,2015-01-27,PS4,Action,0.63,0.66,0.11,0.26,1.66,False
106,Dying Light,Techland,2015-01-27,PS4,Action,0.63,0.66,0.11,0.26,1.66,False
107,Dying Light,Warner Bros. Interactive Entertainment,2016-02-06,PS4,Action,0.63,0.66,0.11,0.26,1.66,False
108,Dying Light,Warner Bros. Interactive,2015-01-27,PS4,Action,0.63,0.66,0.11,0.26,1.66,False
109,Fallout 4,Bethesda Softworks,2015-11-10,PS4,Role-Playing,2.47,3.15,0.24,1.1,6.96,False
110,Frogger,Konami,1981-10-23,PS,Action,3.79,0.27,0.0,0.11,4.16,False
111,Frogger,Hasbro Interactive,1997-09-30,PS,Action,3.79,0.27,0.0,0.11,4.16,False
112,Frogger,Parker Bros.,1982-01-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
113,Frogger,Majesco,1998-01-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
114,Frogger,Majesco,1998-08-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
115,Frogger,Konami,2006-07-12,PS,Action,3.79,0.27,0.0,0.11,4.16,False
116,Frogger,Parker Bros.,1983-01-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
117,Frogger,Sierra Online,1983-01-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
118,Frogger,Parker Brothers,1983-01-01,PS,Action,3.79,0.27,0.0,0.11,4.16,False
119,Call of Duty: Black Ops,Activision,2010-11-09,X360,Shooter,9.67,3.73,0.11,1.13,14.64,False
120,Call of Duty: Black Ops,Activision,2011-05-03,X360,Shooter,9.67,3.73,0.11,1.13,14.64,False
121,Call of Duty: Black Ops,Activision,2011-10-25,X360,Shooter,9.67,3.73,0.11,1.13,14.64,False
122,Fable,Microsoft Game Studios,2004-09-14,XB,Role-Playing,1.99,0.58,0.0,0.09,2.66,False
123,Fable,Xbox Game Studios,2021-12-01,XB,Role-Playing,1.99,0.58,0.0,0.09,2.66,False
124,Batman: Arkham City,Warner Bros. Interactive Entertainment,2011-10-18,PS3,Action,2.7,1.91,0.11,0.8,5.53,False
125,Batman: Arkham City,Warner Bros. Interactive,2011-10-18,PS3,Action,2.7,1.91,0.11,0.8,5.53,False
126,Batman: Arkham City,Warner Bros. Interactive,2011-11-22,PS3,Action,2.7,1.91,0.11,0.8,5.53,False
127,Myst,Broderbund,1993-09-24,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
128,Myst,Broderbund,1995-01-01,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
129,Myst,Empire Interactive,2008-05-13,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
130,Myst,Psygnosis,1996-09-30,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
131,Myst,Acclaim Entertainment,1995-01-01,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
132,Myst,Midway Games,2006-10-13,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
133,Myst,Sunsoft,1995-01-01,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
134,Myst,Atari,1995-01-01,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
135,Myst,Midway Games,2009-07-16,PC,Adventure,0.02,2.79,0.0,0.0,2.81,False
136,Lemmings,Psygnosis,1991-02-14,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
138,Lemmings,Sega,1992-01-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
139,Lemmings,Sunsoft,1992-03-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
140,Lemmings,Sunsoft,1992-01-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
141,Lemmings,Electronic Arts Victor,1994-08-06,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
142,Lemmings,Imagineer,1994-08-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
143,Lemmings,Psygnosis,1991-01-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
145,Lemmings,Atari,1993-01-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
146,Lemmings,Sunsoft,1992-11-01,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
147,Lemmings,Sunsoft,1992-11-28,PSP,Puzzle,0.12,0.52,0.0,0.23,0.87,False
148,Resident Evil 4,Capcom,2005-01-11,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
149,Resident Evil 4,Capcom,2005-10-25,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
150,Resident Evil 4,Capcom,2007-06-19,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
151,Resident Evil 4,Ubisoft,2007-05-15,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
152,Resident Evil 4,Capcom,2016-08-30,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
153,Resident Evil 4,Capcom,2009-07-27,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
154,Resident Evil 4,Capcom,2011-09-20,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
155,Resident Evil 4,Capcom,2019-05-21,PS2,Action,2.08,0.83,0.46,0.25,3.62,True
156,Prince of Persia,Ubisoft,1989-08-03,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
157,Prince of Persia,Broderbund,1989-10-03,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
158,Prince of Persia,Ubisoft,2008-12-02,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
159,Prince of Persia,Konami,1992-11-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
160,Prince of Persia,Tengen,1992-01-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
161,Prince of Persia,Virgin Interactive,1992-01-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
162,Prince of Persia,Sega,1992-01-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
163,Prince of Persia,Tengen,1993-01-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
164,Prince of Persia,Sega,1990-01-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
165,Prince of Persia,Ubisoft,2011-03-15,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
166,Prince of Persia,Virgin Interactive,1992-11-01,PS3,Action,0.47,0.41,0.03,0.18,1.08,False
167,Mario Golf,Nintendo,1991-09-29,N64,Action,0.62,0.18,0.65,0.02,1.47,False
168,Mario Golf,Nintendo,1999-06-30,N64,Action,0.62,0.18,0.65,0.02,1.47,False
169,Mario Golf,Nintendo,1999-10-01,N64,Action,0.62,0.18,0.65,0.02,1.47,False
170,Mario Golf,Nintendo,2008-10-06,N64,Action,0.62,0.18,0.65,0.02,1.47,False
171,Rayman Raving Rabbids,Ubisoft,2006-11-19,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
172,Rayman Raving Rabbids,Ubisoft,2006-11-14,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
173,Rayman Raving Rabbids,Ubisoft,2007-04-24,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
174,Rayman Raving Rabbids,Ubisoft,2007-03-06,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
175,Rayman Raving Rabbids,Ubisoft,2006-12-11,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
176,Rayman Raving Rabbids,Ubisoft,2006-12-05,Wii,Misc,1.23,0.07,0.02,0.11,1.44,False
177,SimCity,Maxis,1989-02-02,SNES,Simulation,0.93,0.27,0.75,0.04,1.98,False
178,SimCity,Nintendo,1991-09-10,SNES,Simulation,0.93,0.27,0.75,0.04,1.98,False
179,SimCity,Maxis,1989-01-01,SNES,Simulation,0.93,0.27,0.75,0.04,1.98,False
180,SimCity,Nintendo,2006-11-19,SNES,Simulation,0.93,0.27,0.75,0.04,1.98,False
181,7 Days to Die,The Fun Pimps,2013-12-13,PS4,Action,0.03,0.07,0.0,0.02,0.12,False
182,7 Days to Die,Telltale Games,2016-06-28,PS4,Action,0.03,0.07,0.0,0.02,0.12,False
183,Assassin's Creed III,Ubisoft,2012-10-30,PS3,Action,2.64,2.56,0.16,1.14,6.5,False
184,Assassin's Creed III,Ubisoft,2012-11-20,PS3,Action,2.64,2.56,0.16,1.14,6.5,False
185,Assassin's Creed III,Ubisoft,2012-11-18,PS3,Action,2.64,2.56,0.16,1.14,6.5,False
186,Mortal Kombat X,Warner Bros. Interactive Entertainment,2015-04-07,PS4,Fighting,1.47,0.76,0.0,0.47,2.7,False
187,Mortal Kombat X,Warner Bros. Interactive Entertainment,2015-04-14,PS4,Fighting,1.47,0.76,0.0,0.47,2.7,False
188,SingStar,Sony Interactive Entertainment,2004-05-21,PS2,Misc,0.0,1.37,0.0,0.49,1.86,True
192,Sniper Elite,Rebellion Developments,2005-10-18,PS2,Shooter,0.1,0.07,0.0,0.02,0.19,True
193,Sniper Elite,Namco,2005-10-18,PS2,Shooter,0.1,0.07,0.0,0.02,0.19,True
194,Sniper Elite,Reef Entertainment,2010-12-14,PS2,Shooter,0.1,0.07,0.0,0.02,0.19,True
195,Sniper Elite,Namco,2005-10-27,PS2,Shooter,0.1,0.07,0.0,0.02,0.19,True
196,Assetto Corsa,Kunos Simulazioni,2014-12-19,PS4,Racing,0.0,0.04,0.0,0.01,0.05,False
197,Assetto Corsa,505 Games,2016-08-30,PS4,Racing,0.0,0.04,0.0,0.01,0.05,False
198,Sniper: Ghost Warrior,City Interactive,2008-10-16,X360,Shooter,0.54,0.51,0.0,0.12,1.16,False
199,Sniper: Ghost Warrior,City Interactive,2010-06-29,X360,Shooter,0.54,0.51,0.0,0.12,1.16,False
200,Sniper: Ghost Warrior,City Interactive,2011-06-28,X360,Shooter,0.54,0.51,0.0,0.12,1.16,False
201,Sniper: Ghost Warrior,City Interactive,2011-08-30,X360,Shooter,0.54,0.51,0.0,0.12,1.16,False
202,StarCraft,Blizzard Entertainment,1998-04-01,PC,Strategy,0.0,0.04,0.0,0.01,0.05,False
203,StarCraft,Blizzard Entertainment,1998-03-31,PC,Strategy,0.0,0.04,0.0,0.01,0.05,False
204,StarCraft,Blizzard Entertainment,1999-01-01,PC,Strategy,0.0,0.04,0.0,0.01,0.05,False
205,Tomb Raider (2013),Square Enix,2013-03-05,PS3,Action,0.6,1.31,0.08,0.52,2.51,False
206,Bomberman,Konami,1987-01-01,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
207,Bomberman,Hudson Soft,1989-01-01,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
208,Bomberman,Konami,2006-09-12,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
209,Bomberman,Ubisoft,2005-06-21,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
210,Bomberman,Hudson Entertainment,2008-09-25,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
211,Bomberman,Turbo Technologies,1990-01-01,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
212,Bomberman,Nokia,2004-08-04,NES,Puzzle,0.18,0.0,0.85,0.0,1.03,False
213,Cooking Mama,Majesco Entertainment,2006-09-12,DS,Simulation,3.13,1.94,0.07,0.58,5.72,False
214,Cooking Mama,Majesco,2006-09-12,DS,Simulation,3.13,1.94,0.07,0.58,5.72,False
215,Diablo III,Blizzard Entertainment,2012-05-15,PC,Role-Playing,2.43,2.15,0.0,0.62,5.2,False
216,Diablo III,Blizzard Entertainment,2015-05-15,PC,Role-Playing,2.43,2.15,0.0,0.62,5.2,False
217,Half-Life 2,VU Games,2004-11-16,PC,Shooter,2.28,0.02,0.08,0.0,2.37,False
218,Half-Life 2,Electronic Arts,2005-11-15,PC,Shooter,2.28,0.02,0.08,0.0,2.37,False
219,Half-Life 2,Valve Corporation,2010-03-26,PC,Shooter,2.28,0.02,0.08,0.0,2.37,False
220,FIFA 17,Electronic Arts,2016-09-27,PS4,Sports,0.28,3.75,0.06,0.69,4.77,False
221,Resident Evil 6,Capcom,2012-10-02,PS3,Shooter,0.88,0.97,0.88,0.42,3.15,False
222,Resident Evil 6,Capcom,2013-03-22,PS3,Shooter,0.88,0.97,0.88,0.42,3.15,False
223,Resident Evil 6,Capcom,2016-03-29,PS3,Shooter,0.88,0.97,0.88,0.42,3.15,False
224,Resident Evil 6,Capcom,2019-12-01,PS3,Shooter,0.88,0.97,0.88,0.42,3.15,False
225,Need for Speed: ProStreet,Electronic Arts,2007-11-14,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
226,Need for Speed: ProStreet,Electronic Arts,2007-11-13,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
227,Need for Speed: ProStreet,Electronic Arts,2007-11-15,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
228,Need for Speed: ProStreet,Electronic Arts,2008-02-18,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
229,Need for Speed: ProStreet,Electronic Arts,2009-08-25,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
230,Need for Speed: ProStreet,Electronic Arts,2009-09-30,PS2,Racing,0.69,0.0,0.04,1.68,2.41,True
232,Gran Turismo,Sony Interactive Entertainment,1998-05-12,PS,Racing,4.02,3.87,2.54,0.52,10.95,False
234,Tom Clancy's The Division,Ubisoft,2016-03-08,PS4,Shooter,1.28,1.61,0.15,0.57,3.61,False
235,Watch Dogs,Ubisoft,2014-05-27,PS4,Action,1.4,1.86,0.11,0.77,4.14,False
236,Watch Dogs,Ubisoft,2014-11-18,PS4,Action,1.4,1.86,0.11,0.77,4.14,False
237,Left 4 Dead,Valve,2008-11-17,X360,Shooter,2.66,0.5,0.05,0.3,3.52,False
238,Left 4 Dead,Valve Corporation,2008-10-17,X360,Shooter,2.66,0.5,0.05,0.3,3.52,False
239,Left 4 Dead,Valve Corporation,2008-10-18,X360,Shooter,2.66,0.5,0.05,0.3,3.52,False
240,Call of Duty: Modern Warfare 2,Activision,2009-11-10,X360,Shooter,8.52,3.63,0.08,1.29,13.51,False
241,Call of Duty: Modern Warfare 2,Activision,2011-02-15,X360,Shooter,8.52,3.63,0.08,1.29,13.51,False
242,Call of Duty: Modern Warfare 2,Activision,2011-11-29,X360,Shooter,8.52,3.63,0.08,1.29,13.51,False
243,Grand Theft Auto IV,Rockstar Games,2008-04-29,X360,Action,6.76,3.1,0.14,1.03,11.02,False
244,Grand Theft Auto IV,Rockstar Games,2008-12-02,X360,Action,6.76,3.1,0.14,1.03,11.02,False
245,Grand Theft Auto IV,Rockstar Games,2009-10-13,X360,Action,6.76,3.1,0.14,1.03,11.02,False
246,Brain Age: Train Your Brain in Minutes a Day,Nintendo,2006-04-17,DS,Misc,4.75,9.26,4.16,2.05,20.22,False
247,World of Warcraft,Blizzard Entertainment,2004-11-23,PC,Role-Playing,0.07,6.21,0.0,0.0,6.28,False
249,Super Mario All-Stars,Nintendo,1993-08-01,SNES,Platform,5.99,2.15,2.12,0.29,10.55,False
250,Rocket League,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,False
251,Rocket League,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,False
252,Rocket League,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,False
253,Rocket League,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,False
254,Call of Duty: Ghosts,Activision,2013-11-05,X360,Shooter,6.72,2.63,0.04,0.82,10.21,False
255,Call of Duty: Ghosts,Activision,2013-11-15,X360,Shooter,6.72,2.63,0.04,0.82,10.21,False
256,Call of Duty: Ghosts,Activision,2013-11-22,X360,Shooter,6.72,2.63,0.04,0.82,10.21,False
257,Driver,GT Interactive,1999-06-30,PS,Action,3.11,2.8,0.02,0.33,6.27,False
258,Driver,GT Interactive,2000-09-10,PS,Action,3.11,2.8,0.02,0.33,6.27,False
259,Driver,Ubisoft,2008-08-14,PS,Action,3.11,2.8,0.02,0.33,6.27,False
260,Driver,Infogrames,2000-05-10,PS,Action,3.11,2.8,0.02,0.33,6.27,False
